0.00
6,995.778076, 1241.471069, 1011.053040, 1003.933655, 1003.040466, 1005.032104, 1006.023254, 995.557190, 994.905029
7,995.766968, 1241.470337, 1011.024658, 1003.890869, 1003.015320, 1005.033936, 1006.007568, 995.542175, 994.875061
8,995.751648, 1241.470215, 1010.996155, 1003.875366, 1002.988281, 1004.984375, 1005.984680, 995.521667, 994.893372
9,995.747742, 1241.470825, 1011.012268, 1003.874084, 1002.996277, 1005.001587, 1005.995239, 995.538818, 994.890869
10,995.772339, 1241.471436, 1011.021973, 1003.880310, 1003.008911, 1005.030762, 1006.003601, 995.538025, 994.879639


2.50
1,997.455139, 1241.478394, 1012.625916, 1005.450806, 1004.503418, 1006.397217, 1007.413452, 996.915100, 996.207825
2,997.396423, 1241.478638, 1012.590637, 1005.392273, 1004.446045, 1006.403381, 1007.356201, 996.848755, 996.177734
3,997.410522, 1241.478882, 1012.604614, 1005.405396, 1004.445068, 1006.416565, 1007.381042, 996.861877, 996.185730
4,997.415466, 1241.478394, 1012.585693, 1005.435730, 1004.451660, 1006.377808, 1007.410095, 996.896484, 996.192200
5,997.422119, 1241.479736, 1012.540405, 1005.370850, 1004.470337, 1006.396790, 1007.347168, 996.890686, 996.186401
6,997.399597, 1241.480835, 1012.564941, 1005.396545, 1004.450806, 1006.395447, 1007.355530, 996.869629, 996.203979
7,997.431030, 1241.480347, 1012.585388, 1005.412292, 1004.459473, 1006.409363, 1007.375061, 996.872192, 996.173645
8,997.406799, 1241.480713, 1012.580994, 1005.398926, 1004.449829, 1006.356873, 1007.362488, 996.853577, 996.172729
9,997.363831, 1241.481323, 1012.537476, 1005.314697, 1004.416809, 1006.347717, 1007.301575, 996.812866, 996.154114
10,997.403198, 1241.481689, 1012.516174, 1005.339233, 1004.451416, 1006.370544, 1007.314941, 996.849121, 996.186401


3.00
1,999.389832, 1241.506958, 1014.438721, 1007.189819, 1006.215393, 1008.089355, 1008.971313, 998.483459, 997.791382
2,999.421265, 1241.506958, 1014.452087, 1007.175232, 1006.240601, 1008.120911, 1008.938049, 998.486084, 997.829712
3,999.387878, 1241.507568, 1014.467834, 1007.145874, 1006.194580, 1008.104736, 1009.050781, 998.468567, 997.797913
4,999.449280, 1241.507812, 1014.459473, 1007.258728, 1006.262634, 1008.083069, 1009.018311, 998.547241, 997.776794
5,999.399353, 1241.507812, 1014.432983, 1007.216553, 1006.211304, 1008.057983, 1009.004456, 998.519043, 997.777344
6,999.455994, 1241.508423, 1014.468750, 1007.218262, 1006.259949, 1008.119202, 1008.972717, 998.525757, 997.822266
7,999.372253, 1241.508179, 1014.501343, 1007.180847, 1006.183777, 1008.125549, 1009.045288, 998.474915, 997.768799
8,999.401794, 1241.509155, 1014.492493, 1007.275757, 1006.220703, 1008.110474, 1009.048523, 998.534546, 997.786743
9,999.445862, 1241.509888, 1014.508362, 1007.286499, 1006.249451, 1008.098877, 1009.061462, 998.527893, 997.786316
10,999.418518, 1241.509399, 1014.479736, 1007.266113, 1006.229370, 1008.126221, 1009.002014, 998.551514, 997.808655
